## RECSRecommendations Upload File,,,,,,,,,,,,,,,,,,,
## RECS''## RECS'' indicates a Recommendations pre-process header. Please do not remove these lines.,,,,,,,,,,,,,,,,,,,
## RECS,,,,,,,,,,,,,,,,,,,
## RECSUse this file to upload product display information to Recommendations. Each product has its own row. Each line must contain 19 values and if not all are filled a space should be left.,,,,,,,,,,,,,,,,,,,
## RECSThe last 100 columns (entity.custom1 - entity.custom100) are custom. The name 'customN' can be replaced with a custom name such as 'onSale' or 'brand'.,,,,,,,,,,,,,,,,,,,
## RECSIf the products already exist in Recommendations then changes uploaded here will override the data in Recommendations. Any new attributes entered here will be added to the product''s entry in Recommendations.,,,,,,,,,,,,,,,,,,,
## RECSentity.id,entity.name,entity.categoryId,entity.message,entity.thumbnailUrl,entity.value,entity.pageUrl,entity.inventory,entity.margin,entity.manufacturer,entity.imageurl,entity.rating,entity.views,entity.price,entity.description,entity.custom3,entity.custom4,entity.custom5,entity.custom6,entity.custom7
101,Paracetamol 500mg,Pain Relief,Effective for mild to moderate pain and fever.,https://5.imimg.com/data5/SELLER/Default/2023/2/HR/CZ/QW/6918745/paracetamol-500mg-tablets-intemol-500-2-.jpeg,,http://localhost:1818/pharma/product.html?id=101,150,,Cipla,https://media.istockphoto.com/id/1217210776/photo/generic-paracetamol-500mg-tablets.jpg?s=612x612&w=is&k=20&c=yS5EZX9AgwE0BHQ6ZDo6macCzag3xi10cn1iwM9YcIc=,4.5,45,45,Effective for mild to moderate pain and fever.,,,,,
102,Ibuprofen 400mg,Anti-inflammatory,"Used to reduce pain, inflammation, and fever.",https://5.imimg.com/data5/SELLER/Default/2023/6/317490868/LY/HS/SU/163764882/aspirin-active-ingredient-500x500.jpg,,http://localhost:1818/pharma/product.html?id=102,200,,Sun Pharma,https://5.imimg.com/data5/SELLER/Default/2023/6/319597573/MH/NE/SR/135658020/ibuprofen-400-mg-bp-tablets.jpg,4.6,55,55,"Used to reduce pain, inflammation, and fever.",,,,,
103,Aspirin 100mg,Cardiovascular,Blood thinner and pain relief for heart conditions.,https://5.imimg.com/data5/SELLER/Default/2023/6/317490868/LY/HS/SU/163764882/aspirin-active-ingredient-500x500.jpg,,http://localhost:1818/pharma/product.html?id=103,300,,Bayer,https://5.imimg.com/data5/SELLER/Default/2023/6/317490868/LY/HS/SU/163764882/aspirin-active-ingredient-500x500.jpg,4.3,75,75,Blood thinner and pain relief for heart conditions.,,,,,
104,Vitamin D3 1000IU,Supplements,Supports bone health and immune system.,https://cdn.nutrabay.com/wp-content/uploads/2017/03/5019781010424-1.jpg,,http://localhost:1818/pharma/product.html?id=104,180,,Abbott,https://cdn.nutrabay.com/wp-content/uploads/2017/03/5019781010424-1.jpg,4.7,150,150,Supports bone health and immune system.,,,,,
105,Cough Syrup,Cough & Cold,Provides relief from cough and sore throat.,https://static2.medplusmart.com/products/_766561_/BIOC0083_L.jpg,,http://localhost:1818/pharma/product.html?id=105,100,,Zydus Cadila,https://static2.medplusmart.com/products/_766561_/BIOC0083_L.jpg,4.1,95,95,Provides relief from cough and sore throat.,,,,,
106,Amoxicillin 250mg,Antibiotics,Broad-spectrum antibiotic used to treat infections.,https://5.imimg.com/data5/SELLER/Default/2023/1/JG/OG/XZ/23618296/amoxycillin-250mg-cap.jpg,,http://localhost:1818/pharma/product.html?id=106,80,,GlaxoSmithKline,https://5.imimg.com/data5/SELLER/Default/2023/1/JG/OG/XZ/23618296/amoxycillin-250mg-cap.jpg,4.8,110,110,Broad-spectrum antibiotic used to treat infections.,,,,,
107,Omeprazole 20mg,Digestive Health,Used to treat acid reflux and heartburn.,https://5.imimg.com/data5/JD/FH/VU/SELLER-5478572/omeprazole-capsules-20mg.jpeg,,http://localhost:1818/pharma/product.html?id=107,90,,Torrent Pharma,https://5.imimg.com/data5/JD/FH/VU/SELLER-5478572/omeprazole-capsules-20mg.jpeg,4.4,65,65,Used to treat acid reflux and heartburn.,,,,,
108,Loratadine 10mg,Allergy Relief,Antihistamine for relief from allergy symptoms.,https://5.imimg.com/data5/JD/FH/VU/SELLER-5478572/omeprazole-capsules-20mg.jpeg,,http://localhost:1818/pharma/product.html?id=108,150,,Glenmark,https://5.imimg.com/data5/SELLER/Default/2023/8/332709645/ER/VU/LD/6299000/loratadine-10-mg-tablets.jpeg,4.5,50,50,Antihistamine for relief from allergy symptoms.,,,,,
109,Metformin 500mg,Diabetes Care,Helps control blood sugar levels for type 2 diabetes.,https://5.imimg.com/data5/SELLER/Default/2022/2/XK/KH/FK/146734484/metformin-500mg-tablets.jpg,,http://localhost:1818/pharma/product.html?id=109,130,,Lupin,https://5.imimg.com/data5/SELLER/Default/2022/2/XK/KH/FK/146734484/metformin-500mg-tablets.jpg,4.7,120,120,Helps control blood sugar levels for type 2 diabetes.,,,,,
110,Cetirizine 10mg,Allergy Relief,Provides 24-hour relief from common allergies.,https://5.imimg.com/data5/SELLER/Default/2022/7/PN/RG/HF/2593018/cetirizine-tablets-ip-10mg.jpg,,http://localhost:1818/pharma/product.html?id=110,160,,Alkem Labs,https://5.imimg.com/data5/SELLER/Default/2022/7/PN/RG/HF/2593018/cetirizine-tablets-ip-10mg.jpg,4.9,40,40,Provides 24-hour relief from common allergies.,,,,,
111,Losartan 50mg,Cardiovascular,Used to treat high blood pressure.,https://5.imimg.com/data5/SELLER/Default/2023/10/356301102/CU/DD/II/20669713/losartan-potassium-tablets-50-mg-500x500.jpg,,http://localhost:1818/pharma/product.html?id=111,140,,Dr. Reddy's,https://5.imimg.com/data5/SELLER/Default/2023/10/356301102/CU/DD/II/20669713/losartan-potassium-tablets-50-mg-500x500.jpg,4.6,85,85,Used to treat high blood pressure.,,,,,
112,Azithromycin 500mg,Antibiotics,Used to treat bacterial infections.,https://5.imimg.com/data5/SELLER/Default/2023/6/319647623/NW/AA/UG/135658020/azithromycin-tablet-i-p-500mg.jpg,,http://localhost:1818/pharma/product.html?id=112,90,,Cipla,https://5.imimg.com/data5/SELLER/Default/2023/6/319647623/NW/AA/UG/135658020/azithromycin-tablet-i-p-500mg.jpg,4.7,150,150,Used to treat bacterial infections.,,,,,
113,Pantoprazole 40mg,Digestive Health,Used to treat acid reflux and ulcers.,https://5.imimg.com/data5/SELLER/Default/2022/11/MC/KE/VH/68325613/pantoprozole-tablets.jpg,,http://localhost:1818/pharma/product.html?id=113,120,,Zydus Cadila,https://5.imimg.com/data5/SELLER/Default/2022/11/MC/KE/VH/68325613/pantoprozole-tablets.jpg,4.4,60,60,Used to treat acid reflux and ulcers.,,,,,
114,Fexofenadine 120mg,Allergy Relief,Non-drowsy antihistamine for allergy relief.,https://5.imimg.com/data5/SELLER/Default/2023/8/336882111/GV/RN/PW/187995913/120mg-fexofenadine-hydrochloride-tablets.jpg,,http://localhost:1818/pharma/product.html?id=114,200,,Torrent Pharma,https://5.imimg.com/data5/SELLER/Default/2023/8/336882111/GV/RN/PW/187995913/120mg-fexofenadine-hydrochloride-tablets.jpg,4.8,95,95,Non-drowsy antihistamine for allergy relief.,,,,,
115,Dolo 650mg,Pain Relief,Effective in relieving fever and mild pain.,https://cdn01.pharmeasy.in/dam/products/059346/dolo-650mg-strip-of-15-tablets-3-1653986087.jpg,,http://localhost:1818/pharma/product.html?id=115,350,,Micro Labs,https://cdn01.pharmeasy.in/dam/products/059346/dolo-650mg-strip-of-15-tablets-3-1653986087.jpg,4.9,25,25,Effective in relieving fever and mild pain.,,,,,
116,Atorvastatin 10mg,Cardiovascular,Used to lower cholesterol levels.,https://cdn01.pharmeasy.in/dam/products/J21424/atorvastatin-10-mg-tablet-10-medlife-pure-generics-combo-3-1626532296.jpg,,http://localhost:1818/pharma/product.html?id=116,120,,Pfizer,https://cdn01.pharmeasy.in/dam/products/J21424/atorvastatin-10-mg-tablet-10-medlife-pure-generics-combo-3-1626532296.jpg,4.7,75,75,Used to lower cholesterol levels.,,,,,
117,Montelukast 10mg,Respiratory Health,Used for long-term asthma control.,https://5.imimg.com/data5/SELLER/Default/2023/1/BR/BM/BR/23618296/montelukast-10-mg-tablet.jpg,,http://localhost:1818/pharma/product.html?id=117,100,,Lupin,https://5.imimg.com/data5/SELLER/Default/2023/1/BR/BM/BR/23618296/montelukast-10-mg-tablet.jpg,4.6,90,90,Used for long-term asthma control.,,,,,
118,Clopidogrel 75mg,Cardiovascular,Used to prevent heart attacks and strokes.,https://5.imimg.com/data5/SELLER/Default/2023/1/KN/VO/LB/23618296/clopidogrel-75-mg-clopiheal-tab-.jpg,,http://localhost:1818/pharma/product.html?id=118,90,,Zydus Cadila,https://5.imimg.com/data5/SELLER/Default/2023/1/KN/VO/LB/23618296/clopidogrel-75-mg-clopiheal-tab-.jpg,4.8,130,130,Used to prevent heart attacks and strokes.,,,,,
119,Thyroxine 50mcg,Endocrine Health,Used to treat hypothyroidism.,https://www.netmeds.com/images/product-v1/600x600/317096/thyrox_50mcg_tablet_100s_2_0.jpg,,http://localhost:1818/pharma/product.html?id=119,150,,Abbott,https://www.netmeds.com/images/product-v1/600x600/317096/thyrox_50mcg_tablet_100s_2_0.jpg,4.7,72,85,Used to treat hypothyroidism.,,,,,
120,Citalopram 20mg,Mental Health,Used to treat depression and anxiety.,https://5.imimg.com/data5/SELLER/Default/2022/9/HX/JC/FN/88792944/citalopram-20-mg.jpg,,http://localhost:1818/pharma/product.html?id=120,100,,Sun Pharma,https://5.imimg.com/data5/SELLER/Default/2022/9/HX/JC/FN/88792944/citalopram-20-mg.jpg,4.5,175,175,Used to treat depression and anxiety.,,,,,
121,Esomeprazole 40mg,Digestive Health,Used to treat acid reflux and GERD.,https://5.imimg.com/data5/SELLER/Default/2023/2/RB/PW/DZ/37869803/esomeprazole-40-mg-tablets-500x500.png,,http://localhost:1818/pharma/product.html?id=121,120,,Glenmark,https://5.imimg.com/data5/SELLER/Default/2023/2/RB/PW/DZ/37869803/esomeprazole-40-mg-tablets-500x500.png,4.6,95,95,Used to treat acid reflux and GERD.,,,,,
122,Tamsulosin 0.4mg,Urology,Used to treat urinary problems due to an enlarged prostate.,https://www.arlakbiotech.com/wp-content/uploads/2020/01/ARKFLO-0.4.jpeg,,http://localhost:1818/pharma/product.html?id=122,130,,Lupin,https://www.arlakbiotech.com/wp-content/uploads/2020/01/ARKFLO-0.4.jpeg,4.8,180,180,Used to treat urinary problems due to an enlarged prostate.,,,,,
123,Doxycycline 100mg,Antibiotics,Used to treat bacterial infections.,https://5.imimg.com/data5/SELLER/Default/2024/3/400275546/OM/TF/VZ/215812112/doxycycline-tablet-100-mg.jpg,,http://localhost:1818/pharma/product.html?id=123,95,,Sun Pharma,https://5.imimg.com/data5/SELLER/Default/2024/3/400275546/OM/TF/VZ/215812112/doxycycline-tablet-100-mg.jpg,4.7,140,140,Used to treat bacterial infections.,,,,,
124,Rosuvastatin 10mg,Cardiovascular,Used to lower cholesterol levels.,https://5.imimg.com/data5/SELLER/Default/2023/9/340767332/BN/BM/YS/9257279/rosuvastatin-10mg.jpeg,,http://localhost:1818/pharma/product.html?id=124,110,,Dr. Reddy's,https://5.imimg.com/data5/SELLER/Default/2023/9/340767332/BN/BM/YS/9257279/rosuvastatin-10mg.jpeg,4.8,115,115,Used to lower cholesterol levels.,,,,,
125,Prednisolone 5mg,Corticosteroids,Used to treat a wide range of inflammatory conditions.,https://5.imimg.com/data5/SELLER/Default/2023/10/354277396/DH/BQ/LO/150750645/prednisolone-5mg-tablets.jpg,,http://localhost:1818/pharma/product.html?id=125,140,,Zydus Cadila,https://5.imimg.com/data5/SELLER/Default/2023/10/354277396/DH/BQ/LO/150750645/prednisolone-5mg-tablets.jpg,4.5,70,70,Used to treat a wide range of inflammatory conditions.,,,,,
126,Hydroxyzine 25mg,Mental Health,Used to treat anxiety and tension.,https://5.imimg.com/data5/SELLER/Default/2023/1/LQ/QV/VQ/88890650/25-mg-hydrosin-tablets-ip-500x500.jpg,,http://localhost:1818/pharma/product.html?id=126,130,,Sun Pharma,https://5.imimg.com/data5/SELLER/Default/2023/1/LQ/QV/VQ/88890650/25-mg-hydrosin-tablets-ip-500x500.jpg,4.6,65,65,Used to treat anxiety and tension.,,,,,
127,Furosemide 40mg,Diuretics,Used to treat fluid retention and swelling.,https://5.imimg.com/data5/SELLER/Default/2023/12/367103470/ZM/VZ/VE/189509767/furosemide-tablets-40-mg.jpeg,,http://localhost:1818/pharma/product.html?id=127,150,,Torrent Pharma,https://5.imimg.com/data5/SELLER/Default/2023/12/367103470/ZM/VZ/VE/189509767/furosemide-tablets-40-mg.jpeg,4.7,50,50,Used to treat fluid retention and swelling.,,,,,
128,Propranolol 40mg,Cardiovascular,Used to treat high blood pressure and anxiety.,https://www.loyalmedicosonline.com/product-images/51234_1.jpg/1083368000002209941/600x600,,http://localhost:1818/pharma/product.html?id=128,140,,Cipla,https://www.loyalmedicosonline.com/product-images/51234_1.jpg/1083368000002209941/600x600,4.7,100,100,Used to treat high blood pressure and anxiety.,,,,,
129,Gabapentin 300mg,Neuropathic Pain,Used to treat nerve pain and seizures.,https://cpimg.tistatic.com/03014395/b/7/Gabapentin-Capsule.jpeg,,http://localhost:1818/pharma/product.html?id=129,75,,Torrent Pharma,https://cpimg.tistatic.com/03014395/b/7/Gabapentin-Capsule.jpeg,4.8,175,175,Used to treat nerve pain and seizures.,,,,,
130,Bisoprolol 5mg,Cardiovascular,Used to treat high blood pressure and heart failure.,https://5.imimg.com/data5/SELLER/Default/2023/1/MX/LW/UY/114560182/new-product.jpeg,,http://localhost:1818/pharma/product.html?id=130,100,,Cipla,https://5.imimg.com/data5/SELLER/Default/2023/1/MX/LW/UY/114560182/new-product.jpeg,4.8,120,120,Used to treat high blood pressure and heart failure.,,,,,
131,Ranitidine 150mg,Digestive Health,Used to treat and prevent ulcers and acid reflux.,https://tajgenerics.com/wp-content/uploads/cache/images/Ranitidine-Tablets-150mg-NDMA-NDEA/Ranitidine-Tablets-150mg-NDMA-NDEA-2650192287.jpg,,http://localhost:1818/pharma/product.html?id=131,110,,Zydus Cadila,https://tajgenerics.com/wp-content/uploads/cache/images/Ranitidine-Tablets-150mg-NDMA-NDEA/Ranitidine-Tablets-150mg-NDMA-NDEA-2650192287.jpg,4.6,65,65,Used to treat and prevent ulcers and acid reflux.,,,,,
132,Omeprazole 20mg,Digestive Health,Used to reduce stomach acid production.,https://www.lxir.in/wp-content/uploads/2019/02/OMELEZO-20-2.jpg,,http://localhost:1818/pharma/product.html?id=132,100,,Dr. Reddy's,https://www.lxir.in/wp-content/uploads/2019/02/OMELEZO-20-2.jpg,4.6,85,85,Used to reduce stomach acid production.,,,,,
133,Levetiracetam 500mg,Neurological Disorders,Used to treat seizures.,https://www.eridanushealth.com/wp-content/uploads/2020/07/Ericetam-500-1.jpg,,http://localhost:1818/pharma/product.html?id=133,90,,Sun Pharma,https://www.eridanushealth.com/wp-content/uploads/2020/07/Ericetam-500-1.jpg,4.9,185,185,Used to treat seizures.,,,,,
134,Spironolactone 25mg,Diuretics,Used to treat fluid retention.,https://5.imimg.com/data5/SELLER/Default/2023/11/359394773/LO/WL/LP/62770410/seolactone-25mg-spironolactone-25-mg.jpg,,http://localhost:1818/pharma/product.html?id=134,120,,Cipla,https://5.imimg.com/data5/SELLER/Default/2023/11/359394773/LO/WL/LP/62770410/seolactone-25mg-spironolactone-25-mg.jpg,4.7,135,135,Used to treat fluid retention.,,,,,
135,Clonazepam 0.5mg,Mental Health,Used to treat panic disorders and seizures.,https://5.imimg.com/data5/ANDROID/Default/2022/2/RP/NJ/LJ/13087301/product-jpeg.jpg,,http://localhost:1818/pharma/product.html?id=135,110,,Sun Pharma,https://5.imimg.com/data5/ANDROID/Default/2022/2/RP/NJ/LJ/13087301/product-jpeg.jpg,4.8,90,90,Used to treat panic disorders and seizures.,,,,,
136,Metronidazole 400mg,Antibiotics,Used to treat bacterial and parasitic infections.,https://5.imimg.com/data5/SELLER/Default/2020/10/ZM/HJ/QG/111496091/flagyl-400-tablet.jpg,,http://localhost:1818/pharma/product.html?id=136,120,,Glenmark,https://5.imimg.com/data5/SELLER/Default/2020/10/ZM/HJ/QG/111496091/flagyl-400-tablet.jpg,,75,75,Used to treat bacterial and parasitic infections.,,,,,
137,Cefixime 200mg,Antibiotics,Used to treat a variety of bacterial infections.,https://www.loyalmedicosonline.com/product-images/36586_1.jpg/1083368000002196289/600x600,,http://localhost:1818/pharma/product.html?id=137,80,,Zydus Cadila,https://www.loyalmedicosonline.com/product-images/36586_1.jpg/1083368000002196289/600x600,4.7,155,155,Used to treat a variety of bacterial infections.,,,,,
138,Sildenafil 100mg,Erectile Dysfunction,Used to treat erectile dysfunction.,https://5.imimg.com/data5/SELLER/Default/2024/2/394823140/DI/YN/LL/55502068/sildenafil-citrate-tablet-100mg.jpg,,http://localhost:1818/pharma/product.html?id=138,75,,Sun Pharma,https://5.imimg.com/data5/SELLER/Default/2024/2/394823140/DI/YN/LL/55502068/sildenafil-citrate-tablet-100mg.jpg,4.8,300,300,Used to treat erectile dysfunction.,,,,,
139,Loratadine 10mg,Allergy,Used to relieve allergy symptoms.,https://5.imimg.com/data5/SELLER/Default/2023/8/332709645/ER/VU/LD/6299000/loratadine-10-mg-tablets.jpeg,,http://localhost:1818/pharma/product.html?id=139,150,,Cipla,https://5.imimg.com/data5/SELLER/Default/2023/8/332709645/ER/VU/LD/6299000/loratadine-10-mg-tablets.jpeg,4.6,45,45,Used to relieve allergy symptoms.,,,,,
140,Fluoxetine 20mg,Mental Health,Used to treat depression and obsessive-compulsive disorder.,https://5.imimg.com/data5/SELLER/Default/2024/2/383168280/SI/FD/GI/6630452/fluoxetine-20-mg.jpg,,http://localhost:1818/pharma/product.html?id=140,85,,Sun Pharma,https://5.imimg.com/data5/SELLER/Default/2024/2/383168280/SI/FD/GI/6630452/fluoxetine-20-mg.jpg,4.6,120,120,Used to treat depression and obsessive-compulsive disorder.,,,,,
141,Insulin Glargine 100 IU/ml,Diabetes,Long-acting insulin for diabetes management.,https://images.apollo247.in/pub/media/catalog/product/L/A/LAN0008_1_1.jpg,,http://localhost:1818/pharma/product.html?id=141,60,,Sanofi,https://images.apollo247.in/pub/media/catalog/product/L/A/LAN0008_1_1.jpg,4.9,350,350,Long-acting insulin for diabetes management.,,,,,
142,Risedronate 35mg,Bone Health,Used to treat osteoporosis.,https://www.netmeds.com/images/product-v1/600x600/45765/risofos_35mg_tablet_4s_0_0.jpg,,http://localhost:1818/pharma/product.html?id=142,90,,Dr. Reddy's,https://www.netmeds.com/images/product-v1/600x600/45765/risofos_35mg_tablet_4s_0_0.jpg,4.7,225,225,Used to treat osteoporosis.,,,,,
143,Tadalafil 20mg,Erectile Dysfunction,Used to treat erectile dysfunction.,https://ecommerce.genericartmedicine.com/upload/products/product-photo-169126372023153751.webp,,http://localhost:1818/pharma/product.html?id=143,80,,Cipla,https://ecommerce.genericartmedicine.com/upload/products/product-photo-169126372023153751.webp,4.8,280,280,Used to treat erectile dysfunction.,,,,,
